title,description,source,date
COP30 primer: Here’s what to know about the annual UN climate talks and Canada’s role,Canadian climate negotiators are headed to Brazil for the next two weeks as leaders gather ...,ctvnews.ca,"Nov 09, 2025"
Budget ‘squarely in the middle of Canadian politics’: Government House leader,"With a looming confidence vote on Mark Carney’s highly anticipated first budget as prime minister, ...",ctvnews.ca,"Nov 09, 2025"
Kovrig warns against making China ‘core’ to diversification strategy,As Canada looks to recalibrate relations with China amid the ongoing trade war with the ...,ctvnews.ca,"Nov 09, 2025"
RCMP investigating online threats made to MP Chris d’Entremont after crossing floor to join Liberals,Police in Nova Scotia are investigating online threats made against the Liberal Party’s newest MP. ...,ctvnews.ca,"Nov 08, 2025"
"Sask. premier offers ‘a touch more humility’ after strong, but diminished, approval vote","The Saskatchewan Party faithful gave Premier Scott Moe a renewed vote of confidence on Saturday, ...",ctvnews.ca,"Nov 08, 2025"
Bolton says Carney made a ‘mistake’ apologizing to Trump for anti-tariff ad,A former national security advisor to U.S. President Donald Trump says it was a mistake ...,ctvnews.ca,"Nov 08, 2025"
CTV National News: PM Carney’s Liberals survive second confidence vote,,ctvnews.ca,"Nov 07, 2025"
Poilievre lays out market-first opposition to Carney’s federal budget in speech,OTTAWA — Conservative Leader Pierre Poilievre needled Prime Minister Mark Carney over the size of ...,ctvnews.ca,"Nov 07, 2025"
Carney tells business crowd a new pipeline project is ‘going to happen’,OTTAWA — Prime Minister Mark Carney came close to telling a Bay Street audience today ...,ctvnews.ca,"Nov 07, 2025"
"PM Mark Carney’s budget passes first two votes, likely to pass the third",,ctvnews.ca,"Nov 07, 2025"
"Canada expects trade talks with U.S. will resume at some point, says Carney","Canada expects that talks with the United States on trade will resume “at some point,” ...",ctvnews.ca,"Nov 07, 2025"
"PM Carney confirms cutting federal public service by 10 per cent, promises to balance budget",,ctvnews.ca,"Nov 07, 2025"
PM Carney says his ‘wife is a ceramicist’ during visit to Toronto art exhibit,,ctvnews.ca,"Nov 07, 2025"
Global Affairs says Canada exploring possible postwar role in Gaza Strip,"OTTAWA -- With Canadian military personnel already deployed to Israel to monitor the ceasefire, the ...",ctvnews.ca,"Nov 07, 2025"
The Supreme Court’s refusal to hear the ostrich cull case has ‘political implications.’ Here’s why.,The Supreme Court’s decision not to hear the case regarding the Canadian Food Inspection Agency’s ...,ctvnews.ca,"Nov 07, 2025"
"Conservative MP says he’s resigning next spring, denies ‘coercion’ involved in decision","Alberta Conservative MP Matt Jeneroux says he’s resigning as a member of Parliament, but Conservative ...",ctvnews.ca,"Nov 06, 2025"
Carney’s Liberals survive first in series of budget confidence votes,Prime Minister Mark Carney’s minority Liberal government survived the first in a series of confidence ...,ctvnews.ca,"Nov 06, 2025"
CTV National News: Major test for PM Carney as first budget confidence vote set to ...,,ctvnews.ca,"Nov 06, 2025"
"The impact of the federal budget, according to the Business Council of Alberta","Adam Legge, the president of the Business Council of Alberta, joins Alberta Primetime host Michael ...",ctvnews.ca,"Nov 06, 2025"
Calgarians come together to support Jamaican relief efforts,Calgarian Kimberly Douglas is drumming up support for Jamaica as the country deals with the ...,ctvnews.ca,"Nov 06, 2025"
Feasibility study for Doug Ford’s Highway 401 tunnel idea to cost $9.1 million,TORONTO — Ontario taxpayers are set to spend $9.1 million to learn if or how ...,ctvnews.ca,"Nov 06, 2025"
Carney’s budget a ‘significant change:’ BoC governor,Canada’s top banker says he’s hopeful the new Liberal budget will encourage business investment and ...,ctvnews.ca,"Nov 06, 2025"
Unions condemn federal government’s plans to change collective bargaining rules,OTTAWA — Federal public service unions are condemning the government’s proposed amendments to collective bargaining ...,ctvnews.ca,"Nov 06, 2025"
"Ottawa’s tax credits to reduce emissions aren’t working as intended, watchdog says",As Prime Minister Mark Carney’s government moves to spend billions more on tax credits to ...,ctvnews.ca,"Nov 06, 2025"
"‘Very bad sign’ Trump has moved to deploy National Guard troops to quell protests, Chretien ...",TORONTO — Canada’s premiers are too quick to use the notwithstanding clause for “marginal reasons” ...,ctvnews.ca,"Nov 06, 2025"
Ottawa’s budget promises to spur business investment. Will it?,Experts are cautiously optimistic that the federal government’s plan to spur business investment will move ...,ctvnews.ca,"Nov 06, 2025"
Speculation that more Conservative MPs will cross the floor to give Carney a majority,,ctvnews.ca,"Nov 06, 2025"
Supreme Court to weigh in on Saskatchewan’s school pronoun case,The Supreme Court of Canada granted leave Thursday to hear appeals in a challenge of ...,ctvnews.ca,"Nov 06, 2025"
Majority of Americans think Canada is negotiating in good faith: poll,WASHINGTON — Most Americans — including Republicans — continue to view Canada positively in economic ...,ctvnews.ca,"Nov 06, 2025"
Former Conservative d’Entremont crossed the floor. Here’s how his riding is reacting,As the word spread through the Nova Scotia federal riding of Acadie-Annapolis that their member ...,ctvnews.ca,"Nov 06, 2025"
"Alberta gov’t reaction to B.C. premier, Indigenous leaders calling for oil tanker ban to remain",A coalition of Indigenous leaders and the B.C. premier are demanding the federal moratorium on ...,ctvnews.ca,"Nov 05, 2025"
"Ontario finance minister says federal budget ‘fell short’ on infrastructure money, including for Hwy. 401 ...",Ontario Finance Minister Peter Bethlenfalvy says the federal budget tabled this week fell short when ...,ctvnews.ca,"Nov 05, 2025"
Carney's government reveals its proposed budget,,ctvnews.ca,"Nov 05, 2025"
"Unions warn federal government ‘gutting’ public service with plans to cut 28,000 jobs","Federal unions are expressing outrage at the federal government’s move to cut another 28,000 public ...",ctvnews.ca,"Nov 05, 2025"
"PM Carney welcomes floor-crosser, d’Entremont suggests there could be more",Chris d’Entremont is being celebrated by his new colleagues with cheers and open arms on ...,ctvnews.ca,"Nov 05, 2025"
Economics professor analyzes federal budget,Prime Minister Mark Carney’s government first-ever federal budget is now out with a financial plan ...,ctvnews.ca,"Nov 05, 2025"
Quebec unimpressed with infrastructure investments in federal budget,The CAQ government expressed its dissatisfaction on Wednesday with the infrastructure investments in Quebec included ...,ctvnews.ca,"Nov 05, 2025"
Edmonton mayor says city is ‘ready and willing to partner’ with federal government following budget ...,"Edmonton Mayor Andrew Knack responded to the federal budget on Wednesday morning, a day after ...",ctvnews.ca,"Nov 05, 2025"
N.S. mayors welcome federal budget’s $51-billion infrastructure plan,"Yarmouth mayor Pam Mood said the new federal infrastructure funding announced in this week’s budget, ...",ctvnews.ca,"Nov 05, 2025"
"Conservative Leader Pierre Poilievre, Prime Minster Mark Carney spar during question period",,ctvnews.ca,"Nov 05, 2025"
"With Carney’s budget tabled, the countdown to a make-or-break confidence vote begins",While Finance Minister François-Philippe Champagne vowed there would be no surprises in the federal budget ...,ctvnews.ca,"Nov 05, 2025"
Senator Pupatello applauds federal budget support for Windsor-Essex,The federal government’s 2025 budget was tabled Tuesday and it includes almost $90 billion in ...,ctvnews.ca,"Nov 05, 2025"
"Carney says budget built for a ‘crucial time’ of global disruption, tech changes",The federal budget is a “bold response” to meet a crucial moment of global trade ...,ctvnews.ca,"Nov 05, 2025"
"Eby, coastal First Nations call on Ottawa to maintain oil tanker ban",British Columbia Premier David Eby and coastal First Nations have signed a declaration calling on ...,ctvnews.ca,"Nov 05, 2025"
Federal budget promises legislation to accelerate Alto high-speed rail project,MONTREAL — The federal budget promises new legislation to accelerate development of the Alto high-speed ...,ctvnews.ca,"Nov 05, 2025"
"Tom Mulcair: ‘Only God can make a tree,’ but a bad budget can destroy it",Tom Mulcair is a former leader of the federal New Democratic Party of Canada between ...,ctvnews.ca,"Nov 05, 2025"
Big deficit with Carney's new budget,,ctvnews.ca,"Nov 05, 2025"
Carney’s first budget focusing on long-term economic growth,,ctvnews.ca,"Nov 05, 2025"
‘Fortune favours the bold’: PM Carney on newly-tabled national budget,,ctvnews.ca,"Nov 05, 2025"
"Postal workers in tough position at outset of busy holiday season, labour expert says",A year after a Canada Post strike brought mail and parcel delivery to a halt ...,ctvnews.ca,"Nov 05, 2025"
The EV slowdown: Are Canadians losing interest?,"Canada’s electric vehicle (EV) adoption is losing momentum as affordability challenges, shrinking subsidies, and limited ...",ctvnews.ca,"Nov 05, 2025"
CTV National News: PM Carney budget slashes public services spending,,ctvnews.ca,"Nov 04, 2025"
World Series wagers: Which bets have been settled? Who still needs to pay up?,The World Series is over and the Toronto Blue Jays’ storybook season ended in heartbreak ...,ctvnews.ca,"Nov 04, 2025"
"‘Cautiously optimistic’: Calgary’s mayor, Chamber of Commerce see promise in federal budget",Mayor Jeromy Farkas says he doesn’t feel Prime Minister Mark Carney needs to be “sold ...,ctvnews.ca,"Nov 04, 2025"
‘The devil will be in the details’: Alberta seeking clarity on federal budget,"Following the release of the 2025-26 federal budget, Alberta’s Finance Minister Nate Horner said the ...",ctvnews.ca,"Nov 04, 2025"
Bailey says Ottawa must support B.C. forestry as it supports Ontario’s car industry,British Columbia’s finance minister said she thinks the newly announced federal budget aligns with provincial ...,ctvnews.ca,"Nov 04, 2025"
Rising food costs in Simcoe County likely won’t lessen after 2025 budget revealed,One of Prime Minister Mark Carney’s stated goals for this budget is to improve affordability ...,ctvnews.ca,"Nov 04, 2025"
Ottawa cutting foreign aid and research spending back to pre-pandemic level,OTTAWA — The Carney government laid out plan to cut the foreign aid budget to ...,ctvnews.ca,"Nov 04, 2025"
"MP resigns from Conservative caucus, crosses floor to join Carney Liberals","Nova Scotia MP Chris d’Entremont is crossing the floor, defecting from Conservative Leader Pierre Poilievre’s ...",ctvnews.ca,"Nov 04, 2025"
Feds unveil new climate strategy with no details on Canada’s emission commitments,OTTAWA — The federal government’s climate competitiveness strategy promises a stronger industrial carbon pricing system ...,ctvnews.ca,"Nov 04, 2025"
Manitoba’s wins and misses in the federal budget,"Prime Minister Mark Carney has introduced his first federal budget, which includes a few specific ...",ctvnews.ca,"Nov 04, 2025"
Six takeaways: What Budget 2025 includes for everyday Canadians,"Framed as an “investment budget,” Mark Carney’s first fiscal picture as prime minister focuses mostly ...",ctvnews.ca,"Nov 04, 2025"
"Budget 2025 goes big on capital spending, deficit projected at $78.3B",OTTAWA — Presenting a plan for major infrastructure and industrial investments intended to shape Canada’s ...,ctvnews.ca,"Nov 04, 2025"
CTV National News: How important is Carney’s budget for companies hit by tariffs?,,ctvnews.ca,"Nov 04, 2025"
CTV National News: Impact of PM Carney’s budget on Canadian consumers,,ctvnews.ca,"Nov 04, 2025"
"Global Affairs Canada could merge embassies with allies, must focus on trade: budget",OTTAWA — The Carney government’s first budget redirects diplomatic dollars to the trade file while ...,ctvnews.ca,"Nov 04, 2025"
What’s missing from the Carney government’s first federal budget,OTTAWA — Prime Minister Mark Carney’s first federal budget represents a shift in policy from ...,ctvnews.ca,"Nov 04, 2025"
Canadians will see some new laws and measures kick in this November,"Several new laws and measures will be introduced in Canada next month. From improvements to the federal government’s online jobs board to new drone regulations, these changes could affect Canadians looking for work and those who enjoy taking birds-eye footage on their hikes.",dailyhive.com,"Oct 15, 2025"
